demo_indx,prefix_type,layer_indx,head_indx,cfs_lab_same,cfs_lab,cfs_prec_lab_same,cfs_prec_lab,cfs_lab_ratio,cfs_prec_lab_ratio,cfs_lab_prime,cfs_prec_lab_prime
3,1,18,12,0.05720946,0.20446828,0.01194106,0.029069576,0.30531996,0.36665037,-0.01641995,0.0033768024
3,1,18,13,0.12445721,0.30848694,0.00093082903,0.0023015866,0.3604329,0.38063344,0.032442342,0.00024545027
3,1,18,14,0.09378136,0.24475172,0.0014261903,0.003563742,0.32457468,0.38415787,0.01829617,0.00035741445
3,1,18,15,0.029599512,0.07627341,0.019584045,0.046148505,0.35430157,0.38086364,0.00626256,0.0063018166
3,1,19,0,0.015147604,0.04940913,0.0011389724,0.0029269666,0.3574828,0.36304963,-0.00198316,0.00024497532
3,1,19,1,0.06251594,0.14217867,0.0011302409,0.0030713712,0.32287765,0.35637352,0.022684572,0.00015967565
3,1,19,2,0.010753382,0.032514453,0.006309504,0.017564481,0.3310488,0.3389467,-0.00012715446,0.0006820149
3,1,19,3,0.0030359633,0.008679193,0.0093452,0.026267404,0.3446395,0.3428509,0.00021434831,0.0008840973
3,1,19,4,0.021063134,0.06473421,0.004724597,0.01229572,0.33325577,0.35470158,-0.0007724049,0.0009390353
3,1,19,5,0.019128665,0.059140295,0.007636729,0.02284391,0.3429293,0.33564612,-0.00087714917,3.313867e-05
3,1,19,6,0.026742917,0.07050354,0.0013860222,0.0036123872,0.36680228,0.36353615,0.0048626023,0.00027283982
3,1,19,7,0.0055893366,0.017023006,0.0016938605,0.004498213,0.34283197,0.36647028,-0.00012749912,0.00029168432
3,1,19,8,0.06956385,0.18594736,0.0026376834,0.006036997,0.35027993,0.38786548,0.011372102,0.0009380265
3,1,19,9,0.010353046,0.03156216,0.006691682,0.020348076,0.33327535,0.33455303,-0.00025151184,-0.00013651485
3,1,19,10,0.0013252039,0.0040387977,0.0016759395,0.005086814,0.33441317,0.32582256,-3.159308e-05,-2.9497682e-05
3,1,19,11,0.0078431005,0.024603093,0.00949436,0.025362775,0.33978122,0.35243577,-0.00053689553,0.0015601537
3,1,19,12,0.024125427,0.07324921,0.00787794,0.020235024,0.3467591,0.35333028,-0.00043646843,0.0016993983
3,1,19,13,0.03616624,0.098383576,0.0045063877,0.011385036,0.3439707,0.36664116,0.005057573,0.0010670642
3,1,19,14,0.004004088,0.013975341,0.005387663,0.013930178,0.3215582,0.35384563,-0.0009815376,0.0011164052
3,1,19,15,0.0034376553,0.0117342,0.002086902,0.0056603434,0.33108437,0.35339975,-0.0007106173,0.00030018133
3,1,20,0,0.05254116,0.19032721,0.012478075,0.033511553,0.32931212,0.36869785,-0.016351866,0.001961336
3,1,20,1,0.0050606327,0.014665873,0.037744254,0.103628136,0.34460452,0.35222086,0.00025801256,0.004802313
3,1,20,2,0.051627737,0.15716466,0.007140216,0.020738399,0.33662623,0.33971173,-0.0011407277,0.00034112387
3,1,20,3,0.0027986295,0.008272538,0.007037102,0.020488923,0.33153522,0.32669693,6.167537e-05,0.00031119
3,1,20,4,0.063004665,0.19095741,0.006650193,0.017874831,0.32753825,0.3476237,-0.0009717098,0.0010378739
3,1,20,5,0.020585658,0.06791441,0.011836606,0.030239964,0.32552916,0.36124197,-0.0030787215,0.0026349272
3,1,20,6,0.0018736544,0.0058822143,0.0022192982,0.0061330223,0.3365029,0.35085696,-0.00013062544,0.00026243596
3,1,20,7,0.007703437,0.023001758,0.022704775,0.0663369,0.34356838,0.33698317,5.427561e-05,0.0008887121
3,1,20,8,0.015271509,0.041284215,0.0016674456,0.004808864,0.3482705,0.3500091,0.0022651565,9.6736265e-05
3,1,20,9,0.00505379,0.015988154,0.0052494444,0.015670339,0.34248582,0.33883318,-0.0004133927,3.8997307e-05
3,1,20,10,0.0057198163,0.017896827,0.0023369954,0.0066964203,0.34338132,0.3452217,-0.00036868913,0.00015728304
3,1,20,11,0.1106435,0.335977,0.04669914,0.13974652,0.3324862,0.3231428,-0.0020232438,0.00017544541
3,1,20,12,0.013916817,0.03963254,0.015589787,0.04541224,0.33559653,0.33358616,0.0010589544,0.0006785601
3,1,20,13,0.0031523618,0.009708333,0.004068846,0.011054305,0.33682808,0.34499943,-0.0001256237,0.00057611597
3,1,20,14,0.0010978351,0.003027252,0.001424818,0.0043730373,0.3499237,0.32383603,0.00013312676,-4.929188e-05
3,1,20,15,0.030711882,0.090215124,0.0040633087,0.011955023,0.34005752,0.33737776,0.0009602589,0.000117451615
3,1,21,0,0.0049101007,0.015192512,0.010848349,0.029451154,0.33023998,0.347279,-0.00023110518,0.0015469455
3,1,21,1,0.0054148803,0.016784996,0.008630192,0.024128867,0.3344629,0.33960462,-0.00027017732,0.0008808535
3,1,21,2,0.04247768,0.13713557,0.015961666,0.04517761,0.32489997,0.3430035,-0.0048512593,0.001353694
3,1,21,3,0.0020589414,0.0061015417,0.004502835,0.011819022,0.3407398,0.3522678,3.764116e-05,0.0008447419
3,1,21,4,0.08142661,0.23269331,0.0013835992,0.0034438546,0.34839576,0.36788324,0.005793267,0.00035347158
3,1,21,5,0.008771691,0.022687038,0.0035417206,0.010534092,0.34977388,0.3184234,0.0018140161,4.553458e-05
3,1,21,6,0.0212079,0.05735263,0.0031691147,0.008721705,0.34590414,0.35442483,0.0031355382,0.00039281943
